Label,Rotational constant (cm-1),Unscaled frequencies (cm-1)
QOOQLKSE_con,"0.25, 0.13, 0.09","103.2, 179.1, 215.4, 327.9, 341.5, 396.9, 487.0, 569.4, 817.8, 821.9, 898.4, 958.7, 988.8, 1095.3, 1129.9, 1154.7, 1176.1, 1256.5, 1268.2, 1367.9, 1384.0, 1390.7, 1431.7, 1464.9, 1472.1, 1485.4, 1515.8, 2982.8, 3012.7, 3054.8, 3065.6, 3103.2, 3110.0, 3158.6, 3261.5, 3840.7"
