         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            1.0598486553
           0.3490658504            4.2933250139
           0.5235987756            9.5408511943
           0.6981317008           16.1709130901
           0.8726646260           22.6929986787
           1.0471975512           26.8105280986
           1.2217304764           26.6306262228
           1.3962634016           22.7412133581
           1.5707963268           17.3583242815
           1.7453292520           11.9276379800
           1.9198621772            7.4385189397
           2.0943951024            4.4978409508
           2.2689280276            3.4321348053
           2.4434609528            4.3252432156
           2.6179938780            6.9515753575
           2.7925268032           10.7136514790
           2.9670597284           14.6704057895
           3.1415926536           17.6238935922
           3.3161255788           18.5103909939
           3.4906585040           17.1046379832
           3.6651914292           14.0626603333
           3.8397243544           10.4377692049
           4.0142572796            7.2117177599
           4.1887902048            5.1292106548
           4.3633231300            4.6255898974
           4.5378560552            5.8372607076
           4.7123889804            8.5038181327
           4.8869219056           12.0108531980
           5.0614548308           15.1863033842
           5.2359877560           16.5723257635
           5.4105206812           15.1999822385
           5.5850536064           11.6481298906
           5.7595865316            7.4128756826
           5.9341194568            3.6122283426
           6.1086523820            0.9697703807
           6.2831853072            0.0001811594
