         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.9792851921
           0.3490658504            4.0016529836
           0.5235987756            8.9521747435
           0.6981317008           15.2485513604
           0.8726646260           21.6182319332
           1.0471975512           25.6670625238
           1.2217304764           25.3584560195
           1.3962634016           21.0460094901
           1.5707963268           15.5462515383
           1.7453292520           10.4106635444
           1.9198621772            6.5905638759
           2.0943951024            4.4161905307
           2.2689280276            3.4294725484
           2.4434609528            4.2631632715
           2.6179938780            6.8074065347
           2.7925268032           10.5651427050
           2.9670597284           14.5705921615
           3.1415926536           17.5720688505
           3.3161255788           18.4012962238
           3.4906585040           16.8423452964
           3.6651914292           13.6778119386
           3.8397243544           10.0591537468
           4.0142572796            6.9691215730
           4.1887902048            5.0415452145
           4.3633231300            4.6128851036
           4.5378560552            5.8052322348
           4.7123889804            8.4359489614
           4.8869219056           11.9455806461
           5.0614548308           15.1772795412
           5.2359877560           16.5170222344
           5.4105206812           14.8352583001
           5.5850536064           11.0391294455
           5.7595865316            6.8397028085
           5.9341194568            3.2728352269
           6.1086523820            0.8726820214
           6.2831853072            0.0000288805
