         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.9168061720
           0.3490658504            3.4263849606
           0.5235987756            7.1199434124
           0.6981317008           11.3722764970
           0.8726646260           15.0691352021
           1.0471975512           16.5153891735
           1.2217304764           15.0328219135
           1.3962634016           11.8201552668
           1.5707963268            8.3696209585
           1.7453292520            5.7756901104
           1.9198621772            4.6070879999
           2.0943951024            5.0585033180
           2.2689280276            6.9968074690
           2.4434609528           10.0914473951
           2.6179938780           13.7252704741
           2.7925268032           16.9049398385
           2.9670597284           18.4166606490
           3.1415926536           17.4422405080
           3.3161255788           14.2622219521
           3.4906585040           10.1649561401
           3.6651914292            6.4600817840
           3.8397243544            4.0906154208
           4.0142572796            3.4492084309
           4.1887902048            4.5791500559
           4.3633231300            6.7768956009
           4.5378560552           10.6535012773
           4.7123889804           15.7639606121
           4.8869219056           21.1365157212
           5.0614548308           25.2838261860
           5.2359877560           26.4850947657
           5.4105206812           21.8944240163
           5.5850536064           15.6016522108
           5.7595865316            9.2403338550
           5.9341194568            4.1610890880
           6.1086523820            1.0235773747
           6.2831853072            0.0000288805
