         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            1.0356389211
           0.3490658504            3.9739959681
           0.5235987756            8.2216661650
           0.6981317008           11.7953757992
           0.8726646260           14.5026914841
           1.0471975512           16.0651920873
           1.2217304764           15.7941879919
           1.3962634016           13.5268063142
           1.5707963268            9.8874434305
           1.7453292520            5.9909548438
           1.9198621772            2.9682483628
           2.0943951024            1.6248010893
           2.2689280276            2.1780674235
           2.4434609528            4.0819591478
           2.6179938780            7.0412204246
           2.7925268032           10.8482582312
           2.9670597284           14.5654383052
           3.1415926536           17.0637274445
           3.3161255788           17.5526769086
           3.4906585040           16.0351668709
           3.6651914292           13.2276647369
           3.8397243544           10.0777186563
           4.0142572796            7.4056266774
           4.1887902048            5.8085062331
           4.3633231300            5.6123918957
           4.5378560552            6.8630277493
           4.7123889804            9.2766103865
           4.8869219056           12.2777877686
           5.0614548308           14.9999060217
           5.2359877560           16.4449312593
           5.4105206812           15.8844605535
           5.5850536064           12.2494848802
           5.7595865316            7.9388630732
           5.9341194568            3.8932460945
           6.1086523820            1.0353133591
           6.2831853072            0.0000656375
