         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.8886791920
           0.3490658504            3.6258809419
           0.5235987756            7.8452377483
           0.6981317008           12.6146840340
           0.8726646260           16.6971551543
           1.0471975512           18.9492590482
           1.2217304764           18.6504981684
           1.3962634016           15.9809109164
           1.5707963268           12.0936667146
           1.7453292520            8.2076880037
           1.9198621772            5.2840075009
           2.0943951024            3.9384755805
           2.2689280276            4.4007657191
           2.4434609528            6.1443417965
           2.6179938780            7.5897503571
           2.7925268032            9.5665128299
           2.9670597284           11.8986052026
           3.1415926536           13.2933206118
           3.3161255788           12.8553872355
           3.4906585040           10.5808930787
           3.6651914292            7.3441532238
           3.8397243544            4.2074737940
           4.0142572796            2.0372618661
           4.1887902048            1.3044533496
           4.3633231300            2.1148558889
           4.5378560552            4.2725415570
           4.7123889804            7.3587588795
           4.8869219056           10.6446454662
           5.0614548308           13.1530690349
           5.2359877560           13.9750631561
           5.4105206812           12.6691421520
           5.5850536064            9.6472889585
           5.7595865316            5.9476472236
           5.9341194568            2.7193220958
           6.1086523820            0.6923889461
           6.2831853072            0.0000026255
