         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4229575252
           0.3490658504            1.7221519986
           0.5235987756            3.8774773423
           0.6981317008            6.7248608192
           0.8726646260            9.9018994328
           1.0471975512           12.8689374402
           1.2217304764           14.9699543194
           1.3962634016           15.6829298099
           1.5707963268           14.8683868573
           1.7453292520           12.8447644630
           1.9198621772           10.1812920002
           2.0943951024            7.4031587076
           2.2689280276            4.9012621316
           2.4434609528            2.9470500770
           2.6179938780            1.7544430213
           2.7925268032            1.4205923359
           2.9670597284            1.9038680948
           3.1415926536            3.0728193967
           3.3161255788            4.7671962323
           3.4906585040            6.8858013350
           3.6651914292            9.3567537697
           3.8397243544           12.0386388630
           4.0142572796           14.6385348467
           4.1887902048           16.7352616592
           4.3633231300           17.8858475896
           4.5378560552           17.8167444333
           4.7123889804           16.5747307213
           4.8869219056           14.5007538652
           5.0614548308           12.0531788813
           5.2359877560            9.5398167473
           5.4105206812            7.1186490410
           5.5850536064            4.8882475288
           5.7595865316            2.9479348704
           5.9341194568            1.4000688034
           6.1086523820            0.3717812819
           6.2831853072            0.0000131275
