         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000026255
           0.1745329252            0.4115759833
           0.3490658504            1.6952773821
           0.5235987756            3.8427813617
           0.6981317008            6.6889439812
           0.8726646260            9.8733497474
           1.0471975512           12.8526855962
           1.2217304764           14.9544218623
           1.3962634016           15.6263240331
           1.5707963268           14.6902178116
           1.7453292520           10.3703384920
           1.9198621772            7.7988556678
           2.0943951024            5.5487970382
           2.2689280276            3.7464386444
           2.4434609528            2.5380208286
           2.6179938780            2.0812442398
           2.7925268032            2.4943351364
           2.9670597284            3.7510490221
           3.1415926536            5.6720406270
           3.3161255788            4.7057936672
           3.4906585040            6.8110087206
           3.6651914292            9.2945267976
           3.8397243544           11.9939791105
           4.0142572796           14.5974352720
           4.1887902048           16.6596708928
           4.3633231300           17.6831038651
           4.5378560552           10.3065861045
           4.7123889804            7.0882457527
           4.8869219056            4.3193752235
           5.0614548308            2.3096811059
           5.2359877560            1.1814749363
           5.4105206812            0.9071312051
           5.5850536064            1.3333653541
           5.7595865316            2.2260431825
           5.9341194568            1.2903019054
           6.1086523820            0.3535314324
           6.2831853072            0.0000000000
