         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.3485508592
           0.3490658504            1.5309473459
           0.5235987756            3.6644862918
           0.6981317008            6.6672179698
           0.8726646260           10.1059900388
           1.0471975512           12.9746216860
           1.2217304764            4.3610655357
           1.3962634016            3.9119816614
           1.5707963268            3.9727803617
           1.7453292520            4.3812346256
           1.9198621772            4.8118376064
           2.0943951024            4.0183249077
           2.2689280276            3.1653945217
           2.4434609528            2.8661505499
           2.6179938780            3.3035535753
           2.7925268032            4.4609237973
           2.9670597284            6.0072513214
           3.1415926536            7.1900731391
           3.3161255788            3.6136329850
           3.4906585040            5.0059460619
           3.6651914292            5.4077131778
           3.8397243544            4.7851494003
           4.0142572796            4.2682173587
           4.1887902048            3.9361730172
           4.3633231300            3.8526138586
           4.5378560552            4.1118977226
           4.7123889804            4.8226809208
           4.8869219056            5.8733587051
           5.0614548308            6.7311935248
           5.2359877560            1.0254099737
           5.4105206812            1.6283691436
           5.5850536064            2.4344396081
           5.7595865316            1.9098778640
           5.9341194568            0.9768881107
           6.1086523820            0.2858801776
           6.2831853072            0.0003045580
