         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.3213611826
           0.3490658504            1.1103816511
           0.5235987756            2.2165414984
           0.6981317008            3.5503479364
           0.8726646260            5.0253511314
           1.0471975512            6.4918975913
           1.2217304764            6.7462140096
           1.3962634016            5.9151986708
           1.5707963268            4.8767005804
           1.7453292520            4.1591619711
           1.9198621772            3.9257760377
           2.0943951024            4.1358317793
           2.2689280276            4.6900327914
           2.4434609528            5.4239571454
           2.6179938780            6.2276541580
           2.7925268032            6.9997585308
           2.9670597284            7.6677749618
           3.1415926536            7.6497088973
           3.3161255788            6.2233640913
           3.4906585040            4.5417629379
           3.6651914292            3.3229455172
           3.8397243544            2.8732577780
           4.0142572796            3.2122885747
           4.1887902048            4.2600809346
           4.3633231300            5.8098032301
           4.5378560552            7.6024919078
           4.7123889804            9.3120677622
           4.8869219056           10.8670568102
           5.0614548308           12.5103965541
           5.2359877560           14.4352607712
           5.4105206812           16.7098967050
           5.5850536064           19.2174748627
           5.7595865316            3.7960448387
           5.9341194568            1.5735487066
           6.1086523820            0.3625867814
           6.2831853072            0.0000787650
