         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.6922576711
           0.3490658504            2.6426680019
           0.5235987756            5.4405660575
           0.6981317008            8.4419298501
           0.8726646260           10.8419780356
           1.0471975512           11.8413981862
           1.2217304764           11.0384967000
           1.3962634016            8.7172450162
           1.5707963268            5.6736710624
           1.7453292520            2.7956191217
           1.9198621772            0.7662915161
           2.0943951024            0.0009136739
           2.2689280276            0.6585961375
           2.4434609528            2.6173240518
           2.6179938780            5.4676375865
           2.7925268032            8.5361905460
           2.9670597284           10.9364724010
           3.1415926536           11.8442941126
           3.3161255788           10.9076890461
           3.4906585040            8.4807924989
           3.6651914292            5.4188242932
           3.8397243544            2.6082608262
           4.0142572796            0.6741102161
           4.1887902048            0.0004227055
           4.3633231300            0.7203505196
           4.5378560552            2.7066566844
           4.7123889804            5.5435302854
           4.8869219056            8.5673578548
           5.0614548308           10.9315837202
           5.2359877560           11.8443833795
           5.4105206812           10.9432803221
           5.5850536064            8.5571551623
           5.7595865316            5.5074086584
           5.9341194568            2.6749432717
           6.1086523820            0.7075065743
           6.2831853072            0.0000918925
