         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.6691086388
           0.3490658504            2.5838988131
           0.5235987756            5.4122736710
           0.6981317008            8.5141284707
           0.8726646260           10.9408674878
           1.0471975512           11.8026720633
           1.2217304764           10.7818330848
           1.3962634016            8.3183081892
           1.5707963268            5.2761047463
           1.7453292520            2.5191041021
           1.9198621772            0.6603841028
           2.0943951024            0.0002835540
           2.2689280276            0.6364342932
           2.4434609528            2.5112617340
           2.6179938780            5.3177372976
           2.7925268032            8.4343526575
           2.9670597284           10.9055413871
           3.1415926536           11.8035804862
           3.3161255788           10.7814497619
           3.4906585040            8.2729054202
           3.6651914292            5.1794627221
           3.8397243544            2.4154913757
           4.0142572796            0.5982568997
           4.1887902048            0.0008112795
           4.3633231300            0.7243832874
           4.5378560552            2.7033511802
           4.7123889804            5.5828628988
           4.8869219056            8.6792986668
           5.0614548308           11.0358974552
           5.2359877560           11.7952392731
           5.4105206812           10.6798245389
           5.5850536064            8.1740658525
           5.7595865316            5.1509182876
           5.9341194568            2.4452120341
           6.1086523820            0.6310651459
           6.2831853072            0.0000630120
