         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            1.3931584878
           0.3490658504            5.4118063321
           0.5235987756           11.5995817727
           0.6981317008           19.2614782405
           0.8726646260           27.5403172904
           1.0471975512           35.5045847001
           1.2217304764           42.2546161865
           1.3962634016           47.0571647745
           1.5707963268           49.4333261623
           1.7453292520           49.2772979567
           1.9198621772           46.9023626773
           2.0943951024           42.9248039058
           2.2689280276           38.0978407948
           2.4434609528           33.1726682359
           2.6179938780           28.7860985947
           2.7925268032           25.4219826140
           2.9670597284           23.3629107206
           3.1415926536           22.7324284357
           3.3161255788           23.5596079190
           3.4906585040           25.8029715240
           3.6651914292           29.3157301791
           3.8397243544           33.8021292015
           4.0142572796           38.7905211715
           4.1887902048           43.6566829955
           4.3633231300           47.6648708482
           4.5378560552           50.0552781983
           4.7123889804           50.2002504240
           4.8869219056           47.7791168491
           5.0614548308           42.8940934340
           5.2359877560           36.0262872750
           5.4105206812           27.9236507716
           5.5850536064           19.4972612552
           5.7595865316           11.7114070627
           5.9341194568            5.4452814553
           6.1086523820            1.4012817845
           6.2831853072            0.0003649445
