         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.5035840003
           0.3490658504            2.0217897954
           0.5235987756            4.4835871122
           0.6981317008            7.6048496067
           0.8726646260           10.8825210045
           1.0471975512           13.5899915939
           1.2217304764           15.2451224576
           1.3962634016           15.8696763638
           1.5707963268           15.7621595192
           1.7453292520           15.0368021714
           1.9198621772           13.7092444230
           2.0943951024           11.8723895865
           2.2689280276            9.9039079403
           2.4434609528            8.1681217209
           2.6179938780            6.8471145947
           2.7925268032            6.0124629387
           2.9670597284            5.6393137713
           3.1415926536            5.7010629025
           3.3161255788            6.1454786380
           3.4906585040            6.9011920153
           3.6651914292            7.9840663044
           3.8397243544            9.3909010210
           4.0142572796           11.1361311633
           4.1887902048           13.2024546874
           4.3633231300           15.4031066606
           4.5378560552           17.1930884480
           4.7123889804           17.5146570452
           4.8869219056           16.4061079929
           5.0614548308           14.5164280995
           5.2359877560           12.1922069753
           5.4105206812            9.5361462986
           5.5850536064            6.7286599176
           5.7595865316            4.0745683657
           5.9341194568            1.9041884058
           6.1086523820            0.4921998330
           6.2831853072            0.0001286495
