         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.5168270217
           0.3490658504            1.9498090914
           0.5235987756            4.1600546411
           0.6981317008            7.0452059334
           0.8726646260           10.5304230950
           1.0471975512           14.5648029342
           1.2217304764           19.0665217485
           1.3962634016           23.8977880538
           1.5707963268           28.8431428301
           1.7453292520           33.5882743615
           1.9198621772           37.7531756754
           2.0943951024           40.9197411700
           2.2689280276           42.7077748365
           2.4434609528           42.8949808530
           2.6179938780           41.5280694872
           2.7925268032           38.9923932300
           2.9670597284           35.9261822164
           3.1415926536           33.0151855035
           3.3161255788           30.8368817850
           3.4906585040           29.7751138893
           3.6651914292           29.9996991471
           3.8397243544           31.4594271839
           4.0142572796           33.8871481380
           4.1887902048           36.7679909850
           4.3633231300           39.3510102556
           4.5378560552           34.2978708338
           4.7123889804           33.7487186580
           4.8869219056           31.6841620953
           5.0614548308           28.0681162759
           5.2359877560           22.7995335865
           5.4105206812           16.7144598238
           5.5850536064           10.8599075741
           5.7595865316            6.0020213258
           5.9341194568            2.5422793894
           6.1086523820            0.5886291918
           6.2831853072            0.0001549045
