Label,Rotational constant (cm-1),Unscaled frequencies (cm-1)
PWGWQRXHVJJRD-UHFFFAOYSA,"0.26, 0.08, 0.07","76.3, 157.8, 290.0, 385.8, 418.8, 501.3, 537.3, 637.3, 675.3, 843.4, 916.5, 1016.9, 1071.1, 1138.1, 1191.1, 1272.5, 1326.4, 1380.3, 1451.8, 1455.5, 1533.3, 1879.6, 3034.2, 3117.0, 3561.9, 3830.3, 3864.0"
