         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.6118228575
           0.3490658504            2.2722362269
           0.5235987756            4.7724157260
           0.6981317008            7.9605155706
           0.8726646260           11.7084743793
           1.0471975512           15.9275686358
           1.2217304764           20.5237634369
           1.3962634016           25.3607638338
           1.5707963268           30.2418043656
           1.7453292520           34.8987742373
           1.9198621772           38.9866486363
           2.0943951024           42.1236011182
           2.2689280276           43.9601487710
           2.4434609528           44.3013849877
           2.6179938780           43.2016917465
           2.7925268032           41.0152017194
           2.9670597284           38.2935770602
           3.1415926536           35.6301177250
           3.3161255788           33.5545760709
           3.4906585040           32.4402377915
           3.6651914292           32.4476915856
           3.8397243544           33.5317447241
           4.0142572796           35.4270064304
           4.1887902048           37.6764401910
           4.3633231300           39.6722191593
           4.5378560552           40.7692790242
           4.7123889804           40.3804372441
           4.8869219056           38.0942937445
           5.0614548308           33.7830917020
           5.2359877560           27.6745932296
           5.4105206812           20.5189535211
           5.5850536064           13.3992752841
           5.7595865316            7.3742493288
           5.9341194568            3.0960104370
           6.1086523820            0.7142383561
           6.2831853072            0.0000787651
