         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.7512789080
           0.3490658504            2.9231869089
           0.5235987756            6.1606277722
           0.6981317008            9.7868579056
           0.8726646260           13.0312143355
           1.0471975512           15.3741132657
           1.2217304764           16.8503478199
           1.3962634016           17.6798298668
           1.5707963268           17.9965806717
           1.7453292520           17.7529027788
           1.9198621772           16.8940072571
           2.0943951024           15.4109122716
           2.2689280276           13.4070703933
           2.4434609528           11.1441809458
           2.6179938780            8.9829797334
           2.7925268032            7.2867729244
           2.9670597284            6.3588923940
           3.1415926536            6.2960956884
           3.3161255788            7.0640648990
           3.4906585040            8.4525998815
           3.6651914292           10.2646279913
           3.8397243544           12.2679972796
           4.0142572796           14.3475218171
           4.1887902048           16.4315910946
           4.3633231300           18.3338051245
           4.5378560552           19.7978284791
           4.7123889804           20.4750315340
           4.8869219056           20.0869091409
           5.0614548308           18.5985053947
           5.2359877560           16.1611934897
           5.4105206812           13.0144505190
           5.5850536064            9.4599569182
           5.7595865316            5.9030688616
           5.9341194568            2.8360255646
           6.1086523820            0.7423259535
           6.2831853072            0.0001391515
