         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.1243252947
           0.3490658504            0.5140203622
           0.5235987756            1.1951879219
           0.6981317008            2.1689333094
           0.8726646260            3.2992109985
           1.0471975512            4.0417784979
           1.2217304764            4.1665422511
           1.3962634016            4.1650378397
           1.5707963268            4.1690102210
           1.7453292520            4.1615170444
           1.9198621772            4.0617690538
           2.0943951024            3.7762249402
           2.2689280276            3.2447029959
           2.4434609528            2.4861094454
           2.6179938780            1.6134011689
           2.7925268032            0.7941874521
           2.9670597284            0.2102421520
           3.1415926536            0.0000026255
           3.3161255788            0.2104154351
           3.4906585040            0.7939642846
           3.6651914292            1.6131176149
           3.8397243544            2.4857339988
           4.0142572796            3.2445165854
           4.1887902048            3.7761540517
           4.3633231300            4.0617979343
           4.5378560552            4.1615327974
           4.7123889804            4.1691231175
           4.8869219056            4.1650430908
           5.0614548308            4.1665527532
           5.2359877560            4.0419307769
           5.4105206812            3.2996835884
           5.5850536064            2.1694164015
           5.7595865316            1.1954898545
           5.9341194568            0.5142120237
           6.1086523820            0.1244801992
           6.2831853072            0.0001444025
