         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.0695993756
           0.3490658504            0.3020086231
           0.5235987756            0.7777150660
           0.6981317008            1.5668037974
           0.8726646260            2.6662686201
           1.0471975512            3.7936635103
           1.2217304764            4.1391609132
           1.3962634016            4.1624438459
           1.5707963268            4.1655130552
           1.7453292520            4.1365984252
           1.9198621772            3.9669543774
           2.0943951024            3.5596763374
           2.2689280276            2.9016551843
           2.4434609528            2.0877554793
           2.6179938780            1.2590111980
           2.7925268032            0.5713927851
           2.9670597284            0.1409184538
           3.1415926536            0.0000236294
           3.3161255788            0.1381643045
           3.4906585040            0.5533634776
           3.6651914292            1.2131515920
           3.8397243544            2.0146431847
           4.0142572796            2.8166625030
           4.1887902048            3.4849362329
           4.3633231300            3.9198266550
           4.5378560552            4.1222343155
           4.7123889804            4.1689104520
           4.8869219056            4.1655918202
           5.0614548308            4.1482871507
           5.2359877560            3.9057119678
           5.4105206812            2.8098650838
           5.5850536064            1.6453745062
           5.7595865316            0.8083756532
           5.9341194568            0.3096908357
           6.1086523820            0.0705104241
           6.2831853072            0.0000052509
