         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.3143983570
           0.3490658504            1.2271665102
           0.5235987756            2.6169065973
           0.6981317008            4.3099943124
           0.8726646260            6.0285782567
           1.0471975512            7.5127812031
           1.2217304764            8.5186784619
           1.3962634016            8.9528494970
           1.5707963268            8.8476037097
           1.7453292520            8.3642124287
           1.9198621772            7.6957759178
           2.0943951024            7.0291221212
           2.2689280276            6.4986792574
           2.4434609528            6.1700506911
           2.6179938780            6.0490177730
           2.7925268032            6.0933073303
           2.9670597284            6.2002675689
           3.1415926536            6.2498763887
           3.3161255788            6.2001336685
           3.4906585040            6.0932023102
           3.6651914292            6.0483797766
           3.8397243544            6.1699903046
           4.0142572796            6.4985899903
           4.1887902048            7.0289330853
           4.3633231300            7.6958651848
           4.5378560552            8.3642491857
           4.7123889804            8.8479213951
           4.8869219056            8.9531540549
           5.0614548308            8.5188596214
           5.2359877560            7.5129046016
           5.4105206812            6.0286675237
           5.5850536064            4.3096976309
           5.7595865316            2.6170011153
           5.9341194568            1.2271140003
           6.1086523820            0.3143327194
           6.2831853072            0.0001417770
