         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4444446159
           0.3490658504            1.5744177470
           0.5235987756            2.9529233201
           0.6981317008            4.1572794877
           0.8726646260            4.9263435317
           1.0471975512            5.1634104159
           1.2217304764            4.8456592956
           1.3962634016            4.0161457428
           1.5707963268            2.8004526668
           1.7453292520            1.4650683034
           1.9198621772            0.4029643437
           2.0943951024            0.0002257930
           2.2689280276            0.4380594003
           2.4434609528            1.5357756400
           2.6179938780            2.8897117855
           2.7925268032            4.0945431685
           2.9670597284            4.8891690792
           3.1415926536            5.1649069508
           3.3161255788            4.8890456807
           3.4906585040            4.0945405430
           3.6651914292            2.8897144110
           3.8397243544            1.5357756400
           4.0142572796            0.4380646513
           4.1887902048            0.0002021634
           4.3633231300            0.4029590926
           4.5378560552            1.4650893075
           4.7123889804            2.8004500414
           4.8869219056            4.0161641212
           5.0614548308            4.8456461681
           5.2359877560            5.1634681769
           5.4105206812            4.9263986672
           5.5850536064            4.1572191011
           5.7595865316            2.9529233201
           5.9341194568            1.5744308746
           6.1086523820            0.4444656200
           6.2831853072            0.0000052509
