         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.1740391345
           0.3490658504            0.7243097734
           0.5235987756            1.6573599130
           0.6981317008            2.8682351967
           0.8726646260            4.1041209920
           1.0471975512            5.0851810220
           1.2217304764            5.6256585465
           1.3962634016            5.1593881501
           1.5707963268            4.5944330906
           1.7453292520            4.2943358313
           1.9198621772            4.2767476077
           2.0943951024            4.4692098748
           2.2689280276            4.7667157658
           2.4434609528            5.1215573226
           2.6179938780            5.5196881212
           2.7925268032            5.9168921183
           2.9670597284            6.2255800131
           3.1415926536            6.3397630020
           3.3161255788            6.2256062681
           3.4906585040            5.9169551302
           3.6651914292            5.5197563842
           3.8397243544            5.1216177091
           4.0142572796            4.7667682757
           4.1887902048            4.4692466318
           4.3633231300            4.2767659863
           4.5378560552            4.2942675683
           4.7123889804            4.5943595765
           4.8869219056            5.1587422771
           5.0614548308            5.6257084309
           5.2359877560            5.0851258865
           5.4105206812            4.1043205300
           5.5850536064            2.8684216073
           5.7595865316            1.6576644711
           5.9341194568            0.7244279209
           6.1086523820            0.1740890191
           6.2831853072            0.0000000000
