         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.0819208464
           0.3490658504            0.3610928720
           0.5235987756            0.9355312370
           0.6981317008            1.8650474538
           0.8726646260            3.0607473483
           1.0471975512            3.9611441462
           1.2217304764            4.1486284657
           1.3962634016            4.1639141258
           1.5707963268            4.1667365382
           1.7453292520            4.1379663107
           1.9198621772            3.9932356309
           2.0943951024            3.6408252869
           2.2689280276            3.0447501776
           2.4434609528            2.2613666574
           2.6179938780            1.4117023933
           2.7925268032            0.6632931567
           2.9670597284            0.1685912223
           3.1415926536            0.0000000000
           3.3161255788            0.1687356248
           3.4906585040            0.6635819616
           3.6651914292            1.4120515847
           3.8397243544            2.2617473549
           4.0142572796            3.0450494846
           4.1887902048            3.6410169485
           4.3633231300            3.9933222726
           4.5378560552            4.1383837652
           4.7123889804            4.1671697457
           4.8869219056            4.1639430063
           5.0614548308            4.1486179636
           5.2359877560            3.9609682377
           5.4105206812            3.0600935989
           5.5850536064            1.8645879913
           5.7595865316            0.9352109260
           5.9341194568            0.3609248400
           6.1086523820            0.0818578345
           6.2831853072            0.0000052509
