         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.7090372408
           0.3490658504            2.7080665779
           0.5235987756            5.5714419744
           0.6981317008            8.6559921045
           0.8726646260           11.1224969425
           1.0471975512           12.1594144820
           1.2217304764           11.3584112323
           1.3962634016            8.9825570279
           1.5707963268            5.8328866248
           1.7453292520            2.8409194962
           1.9198621772            0.7549257273
           2.0943951024            0.0004647135
           2.2689280276            0.6794478573
           2.4434609528            2.6376270422
           2.6179938780            5.4603203184
           2.7925268032            8.5391337314
           2.9670597284           11.0473157540
           3.1415926536           12.1535622429
           3.3161255788           11.4189815140
           3.4906585040            9.0908300166
           3.6651914292            5.9638071753
           3.8397243544            2.9559268920
           4.0142572796            0.8199331038
           4.1887902048            0.0031112173
           4.3633231300            0.6404145509
           4.5378560552            2.6091219903
           4.7123889804            5.4909178938
           4.8869219056            8.6260220237
           5.0614548308           11.1281181377
           5.2359877560           12.1607403595
           5.4105206812           11.3324135327
           5.5850536064            8.9352218910
           5.7595865316            5.7799171652
           5.9341194568            2.7963043772
           6.1086523820            0.7316559220
           6.2831853072            0.0000210040
