         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.1336536958
           0.3490658504            0.4877863677
           0.5235987756            0.9923549305
           0.6981317008            1.4484830209
           0.8726646260            2.0689621514
           1.0471975512            3.1302679591
           1.2217304764            4.6723369224
           1.3962634016            6.4653249072
           1.5707963268            6.7807577112
           1.7453292520            6.2149309857
           1.9198621772            5.7292817749
           2.0943951024            5.2558647680
           2.2689280276            4.6657364158
           2.4434609528            3.5052470999
           2.6179938780            2.3097966279
           2.7925268032            1.3927935433
           2.9670597284            0.9725297810
           3.1415926536            1.1791487434
           3.3161255788            1.9936785684
           3.4906585040            3.1517734285
           3.6651914292            4.2408990327
           3.8397243544            3.9562239596
           4.0142572796            4.1804416475
           4.1887902048            4.5591306195
           4.3633231300            5.0243954494
           4.5378560552            5.4699243969
           4.7123889804            5.7679081289
           4.8869219056            5.8524886068
           5.0614548308            5.8926114956
           5.2359877560            6.1807312245
           5.4105206812            6.7653197720
           5.5850536064            3.2264006364
           5.7595865316            1.6707420859
           5.9341194568            0.6707653293
           6.1086523820            0.1549386231
           6.2831853072            0.0001181475
