         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.7387158912
           0.3490658504            2.8000693439
           0.5235987756            5.7227757863
           0.6981317008            8.8124246371
           0.8726646260           11.2307121701
           1.0471975512           12.2104463228
           1.2217304764           11.3962473107
           1.3962634016            9.0530622011
           1.5707963268            5.9450401023
           1.7453292520            2.9501928004
           1.9198621772            0.8096306423
           2.0943951024            0.0013888894
           2.2689280276            0.6974587864
           2.4434609528            2.7672269663
           2.6179938780            5.7490727928
           2.7925268032            8.9000795753
           2.9670597284           11.3108529278
           3.1415926536           12.2132083487
           3.3161255788           11.3064158330
           3.4906585040            8.9056535115
           3.6651914292            5.7772706613
           3.8397243544            2.8021907479
           4.0142572796            0.7239317014
           4.1887902048            0.0002231675
           4.3633231300            0.7698937020
           4.5378560552            2.8683349658
           4.7123889804            5.8222480994
           4.8869219056            8.9181587674
           5.0614548308           11.2983765525
           5.2359877560           12.2125414717
           5.4105206812           11.3330252741
           5.5850536064            8.9465929308
           5.7595865316            5.8172465222
           5.9341194568            2.8348204601
           6.1086523820            0.7445313733
           6.2831853072            0.0000367570
