         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.3818264444
           0.3490658504            1.4423498532
           0.5235987756            2.9404600723
           0.6981317008            4.5078756113
           0.8726646260            5.6857273578
           1.0471975512            5.5573089087
           1.2217304764            4.0826207738
           1.3962634016            2.6114980677
           1.5707963268            1.4864293704
           1.7453292520            0.9753968269
           1.9198621772            1.2074175004
           2.0943951024            2.1544956858
           2.2689280276            3.6420356425
           2.4434609528            5.3786961533
           2.6179938780            7.0040092151
           2.7925268032            8.2235932819
           2.9670597284            8.8665178107
           3.1415926536            8.8815015384
           3.3161255788            8.3692035040
           3.4906585040            6.9061962179
           3.6651914292            6.1126100052
           3.8397243544            5.5841126368
           4.0142572796            5.4388752356
           4.1887902048            5.6809541990
           4.3633231300            6.2375496670
           4.5378560552            7.0124501972
           4.7123889804            7.2298625894
           4.8869219056            8.0977268186
           5.0614548308            8.6996882987
           5.2359877560            8.8488954557
           5.4105206812            8.4758486828
           5.5850536064            6.0730227184
           5.7595865316            4.3226833533
           5.9341194568            2.6940070262
           6.1086523820            1.5110539335
           6.2831853072            0.9835568805
