         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000105020
           0.1745329252            0.1550173881
           0.3490658504            0.6707180702
           0.5235987756            1.6706922013
           0.6981317008            3.2263875089
           0.8726646260            5.3249731752
           1.0471975512            7.5991575230
           1.2217304764            5.8926272485
           1.3962634016            5.8525253637
           1.5707963268            5.7678818738
           1.7453292520            5.4699033929
           1.9198621772            5.0243560669
           2.0943951024            4.5591647510
           2.2689280276            4.1805256634
           2.4434609528            3.9562738440
           2.6179938780            3.8662191989
           2.7925268032            3.8778527887
           2.9670597284            1.9936811939
           3.1415926536            1.1791618709
           3.3161255788            0.9725402830
           3.4906585040            1.3927987944
           3.6651914292            2.3097624964
           3.8397243544            3.5052103429
           4.0142572796            4.7188292739
           4.1887902048            5.2558726444
           4.3633231300            5.7292870259
           4.5378560552            6.2149362367
           4.7123889804            6.7807629622
           4.8869219056            7.2359905061
           5.0614548308            4.6738912183
           5.2359877560            3.1303677281
           5.4105206812            2.0688781353
           5.5850536064            1.4485197778
           5.7595865316            0.9980496396
           5.9341194568            0.4878677582
           6.1086523820            0.1338086002
           6.2831853072            0.0000000000
