         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.3904932194
           0.3490658504            1.5036526494
           0.5235987756            3.1453462048
           0.6981317008            5.0048249735
           0.8726646260            6.7550593186
           1.0471975512            8.0586698828
           1.2217304764            8.7101325371
           1.3962634016            8.6159401042
           1.5707963268            7.9121538632
           1.7453292520            6.8684651595
           1.9198621772            5.7850815234
           2.0943951024            4.9143266189
           2.2689280276            4.4396414955
           2.4434609528            4.4462682571
           2.6179938780            4.8986655123
           2.7925268032            5.6482378453
           2.9670597284            6.4813430818
           3.1415926536            7.1780824813
           3.3161255788            7.5608173486
           3.4906585040            7.5386371258
           3.6651914292            7.1634033116
           3.8397243544            6.6026175458
           4.0142572796            6.0948878812
           4.1887902048            4.2071508575
           4.3633231300            3.8830276490
           4.5378560552            0.9753968269
           4.7123889804            1.4864424978
           4.8869219056            2.6115269481
           5.0614548308            4.0826312757
           5.2359877560            5.5572879047
           5.4105206812            5.6856617203
           5.5850536064            4.5078231013
           5.7595865316            2.9404285664
           5.9341194568            1.4423603552
           6.1086523820            0.3818238189
           6.2831853072            0.0000105020
