         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.1408501909
           0.3490658504            0.4729365405
           0.5235987756            0.8255149165
           0.6981317008            1.0605155323
           0.8726646260            1.1948623600
           1.0471975512            1.3309997787
           1.2217304764            1.5148635338
           1.3962634016            1.6421661454
           1.5707963268            1.4965900548
           1.7453292520            1.0482570734
           1.9198621772            0.7484486191
           2.0943951024            0.8019353022
           2.2689280276            1.0897347203
           2.4434609528            1.2967107505
           2.6179938780            1.1305402391
           2.7925268032            0.6702454803
           2.9670597284            0.4135004747
           3.1415926536            1.2601716690
           3.3161255788            3.3967115613
           3.4906585040            5.7317339918
           3.6651914292            6.4818786838
           3.8397243544            5.6295731668
           4.0142572796            4.8117352120
           4.1887902048            4.6688213782
           4.3633231300            4.8585347469
           4.5378560552            4.8952864939
           4.7123889804            4.5330173979
           4.8869219056            3.7622441536
           5.0614548308            2.7673319863
           5.2359877560            1.8035923787
           5.4105206812            1.1307135220
           5.5850536064            0.8439511765
           5.7595865316            0.6988004168
           5.9341194568            0.4545501650
           6.1086523820            0.1433995513
           6.2831853072            0.0000105020
