         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.7116758681
           0.3490658504            2.7510223811
           0.5235987756            5.7766352903
           0.6981317008            9.1148165833
           0.8726646260           11.7933042798
           1.0471975512           12.8250837161
           1.2217304764           11.7651221643
           1.3962634016            9.0906619846
           1.5707963268            5.7906633361
           1.7453292520            2.7769491922
           1.9198621772            0.7156876319
           2.0943951024            0.0002809284
           2.2689280276            0.7560284372
           2.4434609528            2.8424711666
           2.6179938780            5.8596903529
           2.7925268032            9.1276368991
           2.9670597284           11.7488598181
           3.1415926536           12.8231565992
           3.3161255788           11.8708300396
           3.4906585040            9.2418697724
           3.6651914292            5.9273074762
           3.8397243544            2.8937708084
           4.0142572796            0.7998874124
           4.1887902048            0.0028644203
           4.3633231300            0.6383220275
           4.5378560552            2.6414865270
           4.7123889804            5.6966153056
           4.8869219056            9.1299447135
           5.0614548308           11.8767925497
           5.2359877560           12.8178767190
           5.4105206812           11.5477570310
           5.5850536064            8.7519173673
           5.7595865316            5.5033811416
           5.9341194568            2.6322526439
           6.1086523820            0.6873611139
           6.2831853072            0.0000393825
