         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000026255
           0.1745329252            0.6288859811
           0.3490658504            2.2961256502
           0.5235987756            4.5230404985
           0.6981317008            6.5637155144
           0.8726646260            7.5968418322
           1.0471975512            7.1108933144
           1.2217304764            5.3256242992
           1.3962634016            3.1547454943
           1.5707963268            1.7605368066
           1.7453292520            1.7859463942
           1.9198621772            3.1717167254
           2.0943951024            5.4417842894
           2.2689280276            8.1745778250
           2.4434609528           11.2472108113
           2.6179938780           14.6387868948
           2.7925268032           17.9904737590
           2.9670597284           20.2897395069
           3.1415926536           20.2458621533
           3.3161255788           17.4638221169
           3.4906585040           13.2191659939
           3.6651914292            9.5510775163
           3.8397243544            7.8023318296
           4.0142572796            8.0128680377
           4.1887902048            9.4380838788
           4.3633231300           11.3980326506
           4.5378560552           13.6919581319
           4.7123889804           16.3461048192
           4.8869219056           19.0153796367
           5.0614548308           20.7278619193
           5.2359877560           20.1691660514
           5.4105206812           16.8854455021
           5.5850536064           11.9098370910
           5.7595865316            6.8836878076
           5.9341194568            2.9946608915
           6.1086523820            0.7081576983
           6.2831853072            0.0000000000
