         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000052510
           0.1745329252            0.6653462976
           0.3490658504            2.3805512235
           0.5235987756            4.9744794462
           0.6981317008            7.9591896931
           0.8726646260           10.5019941824
           1.0471975512           11.7514039275
           1.2217304764           11.2178025874
           1.3962634016            9.0535242891
           1.5707963268            5.9861501791
           1.7453292520            2.9670458839
           1.9198621772            0.8211329572
           2.0943951024            0.0035050423
           2.2689280276            0.5868622304
           2.4434609528            2.3291413108
           2.6179938780            5.0193256092
           2.7925268032            8.1212197913
           2.9670597284           10.6931673291
           3.1415926536           11.7877749771
           3.3161255788           10.9779369203
           3.4906585040            8.6195764215
           3.6651914292            5.5482010497
           3.8397243544            2.6708448664
           4.0142572796            0.6951378445
           4.1887902048            0.0000498845
           4.3633231300            0.6420003529
           4.5378560552            2.3796480516
           4.7123889804            5.0099236942
           4.8869219056            8.0246329026
           5.0614548308           10.5692568633
           5.2359877560           11.7666659582
           5.4105206812           11.1474601951
           5.5850536064            8.9156829210
           5.7595865316            5.8161464377
           5.9341194568            2.8088227604
           6.1086523820            0.7201588582
           6.2831853072            0.0000000000
