Label,Rotational constant (cm-1),Unscaled frequencies (cm-1)
RMGHERXMTMUMMV-UHFFFAOYSA,"0.26, 0.13, 0.10","89.2, 192.3, 222.8, 274.3, 306.8, 372.7, 461.9, 506.4, 825.1, 930.6, 943.2, 954.4, 1136.6, 1153.6, 1179.5, 1188.1, 1219.5, 1256.0, 1372.8, 1385.5, 1406.8, 1419.7, 1481.2, 1486.2, 1489.8, 1497.6, 1504.3, 1519.1, 1524.5, 2988.2, 3016.9, 3063.4, 3069.5, 3073.6, 3136.1, 3142.6, 3143.7, 3146.5, 3153.1"
