         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4083518695
           0.3490658504            1.3274999873
           0.5235987756            2.7888374555
           0.6981317008            4.6338444690
           0.8726646260            6.3498081644
           1.0471975512            7.3379780481
           1.2217304764            7.1971646142
           1.3962634016            5.9233245929
           1.5707963268            3.9163347402
           1.7453292520            1.8523662895
           1.9198621772            0.4170291464
           2.0943951024            0.0065873791
           2.2689280276            0.4849035688
           2.4434609528            1.4369912080
           2.6179938780            2.9231133948
           2.7925268032            4.7620581291
           2.9670597284            6.4357197708
           3.1415926536            7.3608566539
           3.3161255788            7.1594834403
           3.4906585040            5.8385393260
           3.6651914292            3.8057303077
           3.8397243544            1.7467529322
           4.0142572796            0.3528671809
           4.1887902048            0.0195258424
           4.3633231300            0.5464295325
           4.5378560552            1.5264839961
           4.7123889804            3.0357368367
           4.8869219056            4.8565419925
           5.0614548308            6.4736293633
           5.2359877560            7.3583886840
           5.4105206812            7.1946152539
           5.5850536064            5.9880510409
           5.7595865316            4.0653292317
           5.9341194568            2.0175627406
           6.1086523820            0.5178115840
           6.2831853072            0.0000000000
