         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.5394352009
           0.3490658504            1.9981550456
           0.5235987756            4.0166209583
           0.6981317008            6.1070255670
           0.8726646260            7.7297577625
           1.0471975512            8.4239110445
           1.2217304764            7.9333889060
           1.3962634016            6.3655217811
           1.5707963268            4.1666892792
           1.7453292520            1.9946788839
           1.9198621772            0.4776886952
           2.0943951024            0.0040721503
           2.2689280276            0.6336092553
           2.4434609528            2.1521668674
           2.6179938780            4.1648199233
           2.7925268032            6.1935200343
           2.9670597284            7.7455133872
           3.1415926536            8.4210019907
           3.3161255788            7.9949463757
           3.4906585040            6.5428690455
           3.6651914292            4.4351545162
           3.8397243544            2.2712044054
           4.0142572796            0.6618727613
           4.1887902048            0.0060465262
           4.3633231300            0.4303325543
           4.5378560552            1.7989583714
           4.7123889804            3.7873360556
           4.8869219056            5.9127963385
           5.0614548308            7.6204398249
           5.2359877560            8.4127868016
           5.4105206812            7.9936913868
           5.5850536064            6.4630669773
           5.7595865316            4.2775615127
           5.9341194568            2.1016863816
           6.1086523820            0.5500632243
           6.2831853072            0.0000157530
