         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.5178378390
           0.3490658504            2.0175811192
           0.5235987756            4.0652845981
           0.6981317008            5.9880851724
           0.8726646260            7.1945916243
           1.0471975512            7.3583571780
           1.2217304764            6.4736267377
           1.3962634016            4.8565288649
           1.5707963268            3.0357604662
           1.7453292520            1.5264787451
           1.9198621772            0.5463665205
           2.0943951024            0.0195284679
           2.2689280276            0.3528724319
           2.4434609528            1.7466400357
           2.6179938780            3.8057355587
           2.7925268032            5.8384894415
           2.9670597284            7.1594808147
           3.1415926536            7.3608881599
           3.3161255788            6.4357617788
           3.4906585040            4.7621342686
           3.6651914292            2.9231212713
           3.8397243544            1.4369938334
           4.0142572796            0.4849061943
           4.1887902048            0.0065847536
           4.3633231300            0.4170291464
           4.5378560552            1.8522455166
           4.7123889804            3.9163478677
           4.8869219056            5.9233587244
           5.0614548308            7.1971934947
           5.2359877560            7.3380305581
           5.4105206812            6.3498212920
           5.5850536064            4.6338628475
           5.7595865316            2.7888479575
           5.9341194568            1.3275209913
           6.1086523820            0.4083518695
           6.2831853072            0.0000315060
