         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.7770980736
           0.3490658504            2.9908119086
           0.5235987756            6.2012652589
           0.6981317008            9.6077778112
           0.8726646260           12.1890905069
           1.0471975512           13.0689060115
           1.2217304764           11.9481956439
           1.3962634016            9.2580034690
           1.5707963268            5.9090208697
           1.7453292520            2.8450730370
           1.9198621772            0.7438277394
           2.0943951024            0.0000840160
           2.2689280276            0.7743124182
           2.4434609528            2.9489378114
           2.6179938780            6.0838161483
           2.7925268032            9.4156542335
           2.9670597284           12.0137333714
           3.1415926536           13.0704051718
           3.3161255788           12.2170442039
           3.4906585040            9.7283197606
           3.6651914292            6.3975082459
           3.8397243544            3.1893469569
           4.0142572796            0.8939144387
           4.1887902048            0.0025257309
           4.3633231300            0.7126683070
           4.5378560552            2.9019544914
           4.7123889804            6.1089474329
           4.8869219056            9.5109414999
           5.0614548308           12.1069044849
           5.2359877560           13.0734349987
           5.4105206812           12.0937060970
           5.5850536064            9.5049684877
           5.7595865316            6.1450506815
           5.9341194568            2.9836075370
           6.1086523820            0.7873532760
           6.2831853072            0.0000052509
