         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.5844677744
           0.3490658504            2.4386509099
           0.5235987756            5.5680629561
           0.6981317008            9.6901056103
           0.8726646260           14.1805531535
           1.0471975512           18.1201603244
           1.2217304764           20.4561174329
           1.3962634016           20.7904249554
           1.5707963268           19.7128751800
           1.7453292520           17.8678996726
           1.9198621772           15.5333209515
           2.0943951024           12.9235268333
           2.2689280276           10.3609759595
           2.4434609528            8.3433502069
           2.6179938780            7.4590240936
           2.7925268032            8.1577903789
           2.9670597284           10.2954329811
           3.1415926536           13.0267851173
           3.3161255788           15.2460203785
           3.4906585040           16.6173425840
           3.6651914292           17.7610549559
           3.8397243544           19.1930524631
           4.0142572796           20.7048231580
           4.1887902048           21.7719785794
           4.3633231300           21.9925310695
           4.5378560552           21.2420371860
           4.7123889804           19.5541558371
           4.8869219056            8.4225221551
           5.0614548308            6.0059228185
           5.2359877560            4.9892032493
           5.4105206812            5.1769054852
           5.5850536064            6.0793107906
           5.7595865316            3.5397540445
           5.9341194568            1.7675285126
           6.1086523820            0.4933734314
           6.2831853072            0.0000026255
