         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4398211108
           0.3490658504            1.6359962207
           0.5235987756            3.2747780968
           0.6981317008            4.9271758152
           0.8726646260            6.1397445462
           1.0471975512            6.5735401348
           1.2217304764            6.1130773442
           1.3962634016            4.8831593101
           1.5707963268            3.2227958251
           1.7453292520            1.5848856150
           1.9198621772            0.4086511764
           2.0943951024            0.0005224745
           2.2689280276            0.4733329909
           2.4434609528            1.7036921091
           2.6179938780            3.3707086106
           2.7925268032            5.0267085148
           2.9670597284            6.2019610164
           3.1415926536            6.5700744750
           3.3161255788            6.0394977107
           3.4906585040            4.7649803104
           3.6651914292            3.0977984023
           3.8397243544            1.4844681219
           4.0142572796            0.3544004729
           4.1887902048            0.0046130032
           4.3633231300            0.5335015712
           4.5378560552            1.7899397794
           4.7123889804            3.4339490257
           4.8869219056            5.0315263070
           5.0614548308            6.1702371016
           5.2359877560            6.5735480113
           5.4105206812            6.1429502816
           5.5850536064            4.9656000056
           5.7595865316            3.3283015369
           5.9341194568            1.6665701666
           6.1086523820            0.4474849449
           6.2831853072            0.0000236295
