         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.3029511776
           0.3490658504            1.2283322322
           0.5235987756            2.6581689530
           0.6981317008            4.2428103966
           0.8726646260            5.3933989525
           1.0471975512            0.5904880456
           1.2217304764            1.4574648558
           1.3962634016            2.4706583787
           1.5707963268            1.9086044965
           1.7453292520            0.9463798024
           1.9198621772            0.2478393101
           2.0943951024            0.0004935940
           2.2689280276            0.3250631374
           2.4434609528            1.2553775062
           2.6179938780            2.6739875897
           2.7925268032            4.2429915561
           2.9670597284            5.3913458116
           3.1415926536            0.5803352376
           3.3161255788            1.4392333849
           3.4906585040            2.4454115720
           3.6651914292            1.9362510100
           3.8397243544            0.9758011538
           4.0142572796            0.2669450725
           4.1887902048            0.0000052509
           4.3633231300            0.3029485521
           4.5378560552            1.2127105080
           4.7123889804            2.6124038651
           4.8869219056            4.1740117983
           5.0614548308            5.3540243311
           5.2359877560            0.5539043306
           5.4105206812            1.4091136505
           5.5850536064            2.4244653342
           5.7595865316            1.9585257508
           5.9341194568            0.9902387775
           6.1086523820            0.2728655748
           6.2831853072            0.0000157530
