         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4331339626
           0.3490658504            1.6196761136
           0.5235987756            3.2602459551
           0.6981317008            4.9217541579
           0.8726646260            6.1396211478
           1.0471975512            6.5698880646
           1.2217304764            6.0971536875
           1.3962634016            4.8512778652
           1.5707963268            3.1841957262
           1.7453292520            1.5547186216
           1.9198621772            0.3994960584
           2.0943951024            0.0005172234
           2.2689280276            0.4652490769
           2.4434609528            1.6850694386
           2.6179938780            3.3549031015
           2.7925268032            5.0210505626
           2.9670597284            6.2018796259
           3.1415926536            6.5657581532
           3.3161255788            6.0231933566
           3.4906585040            4.7342094521
           3.6651914292            3.0622858913
           3.8397243544            1.4579663263
           4.0142572796            0.3470937067
           4.1887902048            0.0045394892
           4.3633231300            0.5244646007
           4.5378560552            1.7699229685
           4.7123889804            3.4156466662
           4.8869219056            5.0236393055
           5.0614548308            6.1698669061
           5.2359877560            6.5698775625
           5.4105206812            6.1262862340
           5.5850536064            4.9341360153
           5.7595865316            3.2918595989
           5.9341194568            1.6387792505
           6.1086523820            0.4384794804
           6.2831853072            0.0000000000
