         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000052510
           0.1745329252            0.4604365357
           0.3490658504            1.5872853219
           0.5235987756            2.3994180655
           0.6981317008            1.0760873719
           0.8726646260            0.1715580372
           1.0471975512            0.0878334723
           1.2217304764            1.1350114653
           1.3962634016            3.4845634120
           1.5707963268            7.0575720378
           1.7453292520           11.4437609817
           1.9198621772           15.8893439833
           2.0943951024           19.3022023687
           2.2689280276           20.7042402970
           2.4434609528           20.2582492616
           2.6179938780           18.8072667649
           2.7925268032           15.6057059826
           2.9670597284           13.3600975752
           3.1415926536           10.5708767968
           3.3161255788            8.3452458178
           3.4906585040            7.1802957777
           3.6651914292            7.3650810832
           3.8397243544            8.8813230044
           4.0142572796           11.3410881842
           4.1887902048           11.6634102998
           4.3633231300           14.4909134918
           4.5378560552           16.2758569450
           4.7123889804           18.0156444261
           4.8869219056           19.7371610537
           5.0614548308           21.1658399292
           5.2359877560           21.8820290315
           5.4105206812           14.1424125171
           5.5850536064            9.6114377580
           5.7595865316            5.4794103279
           5.9341194568            2.3737879359
           6.1086523820            0.5607358812
           6.2831853072            0.0000000000
