         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.2702400749
           0.3490658504            0.9813698391
           0.5235987756            1.9427569986
           0.6981317008            2.4390631134
           0.8726646260            1.4329689422
           1.0471975512            0.5757143579
           1.2217304764            0.0673178163
           1.3962634016            0.0748845069
           1.5707963268            0.6878310784
           1.7453292520            1.8693401462
           1.9198621772            3.4052391848
           2.0943951024            4.8590887273
           2.2689280276            5.5519318850
           2.4434609528            0.9516780612
           2.6179938780            1.9151682462
           2.7925268032            2.4645330875
           2.9670597284            1.4511085207
           3.1415926536            0.5858409109
           3.3161255788            0.0699564437
           3.4906585040            0.0739944625
           3.6651914292            0.6933551301
           3.8397243544            1.8984753181
           4.0142572796            3.4666968855
           4.1887902048            4.9221794890
           4.3633231300            5.5481012807
           4.5378560552            0.9958914788
           4.7123889804            1.9651183810
           4.8869219056            2.4180197320
           5.0614548308            1.4028675863
           5.2359877560            0.5493727178
           5.4105206812            0.0575798374
           5.5850536064            0.0861925348
           5.7595865316            0.7205395556
           5.9341194568            1.9229292237
           6.1086523820            3.4731818701
           6.2831853072            4.9181125896
