Label,Rotational constant (cm-1),Unscaled frequencies (cm-1)
JQCSUVJD_con,"1.15, 0.14, 0.13","113.9, 167.6, 205.9, 294.1, 477.5, 568.5, 904.5, 1023.6, 1107.6, 1137.1, 1184.6, 1214.0, 1305.8, 1388.3, 1434.9, 1470.4, 1487.4, 1500.6, 1507.3, 1513.9, 3010.3, 3037.7, 3091.7, 3096.9, 3138.2, 3153.5, 3167.3"
