         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4144010211
           0.3490658504            1.5455635036
           0.5235987756            3.1496546500
           0.6981317008            4.8732611756
           0.8726646260            6.3243250628
           1.0471975512            7.2158607987
           1.2217304764            7.4755227347
           1.3962634016            7.2530037452
           1.5707963268            6.8699354394
           1.7453292520            6.6340447791
           1.9198621772            6.8991309978
           2.0943951024            7.7354918541
           2.2689280276            9.0417410457
           2.4434609528           10.5623386711
           2.6179938780           12.0342148957
           2.7925268032           13.1820571789
           2.9670597284           13.8044240437
           3.1415926536           13.8154852747
           3.3161255788           13.2528852886
           3.4906585040           12.3034835357
           3.6651914292           11.2490854181
           3.8397243544           10.3787164621
           4.0142572796            9.9008492328
           4.1887902048            9.8748410312
           4.3633231300            9.0778049117
           4.5378560552            9.4397011867
           4.7123889804            9.8357473384
           4.8869219056            9.9865297952
           5.0614548308            9.6360308151
           5.2359877560            8.6521247432
           5.4105206812            7.0917035359
           5.5850536064            5.1848239928
           5.7595865316            3.2240298101
           5.9341194568            1.5341189497
           6.1086523820            0.3939063692
           6.2831853072            0.0000078765
