         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.8615814080
           0.3490658504            3.2406282201
           0.5235987756            6.7972353483
           0.6981317008           11.0343379082
           0.8726646260           14.8772111624
           1.0471975512           16.5183166058
           1.2217304764           15.1340244311
           1.3962634016           11.9504036893
           1.5707963268            8.4873877546
           1.7453292520            5.8525988778
           1.9198621772            4.6238491910
           2.0943951024            4.9976179764
           2.2689280276            6.8390044255
           2.4434609528            9.8266289774
           2.6179938780           13.4009713571
           2.7925268032           16.6485256459
           2.9670597284           18.3719930198
           3.1415926536           17.6387828019
           3.3161255788           14.6120041707
           3.4906585040           10.5513824603
           3.6651914292            6.7672153829
           3.8397243544            4.2295831283
           4.0142572796            3.4326940368
           4.1887902048            4.4533177242
           4.3633231300            6.5370378103
           4.5378560552           10.2978169349
           4.7123889804           15.4145590909
           4.8869219056           20.9471462929
           5.0614548308           25.2679025294
           5.2359877560           25.6306179603
           5.4105206812           21.4518225012
           5.5850536064           15.0393436552
           5.7595865316            8.8086334153
           5.9341194568            3.9383784370
           6.1086523820            0.9663283504
           6.2831853072            0.0000078765
