         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            1.1786551494
           0.3490658504            4.6999230494
           0.5235987756           10.1303310480
           0.6981317008           16.5546587749
           0.8726646260           22.6458552033
           1.0471975512           26.7080180821
           1.2217304764           27.0426144096
           1.3962634016           23.4194272306
           1.5707963268           17.7674270440
           1.7453292520           12.0921780561
           1.9198621772            7.5347225055
           2.0943951024            4.6295937847
           2.2689280276            3.5358473007
           2.4434609528            4.3305782313
           2.6179938780            6.8583622360
           2.7925268032           10.6302971095
           2.9670597284           14.7182502735
           3.1415926536           17.8271414127
           3.3161255788           18.6703600747
           3.4906585040           17.0167204950
           3.6651914292           13.7753912664
           3.8397243544           10.1391501020
           4.0142572796            7.0359562974
           4.1887902048            5.0919679393
           4.3633231300            4.6815182954
           4.5378560552            5.9271473207
           4.7123889804            8.5804144656
           4.8869219056           12.0567285571
           5.0614548308           15.2786369632
           5.2359877560           16.8468926621
           5.4105206812           15.7599961073
           5.5850536064           12.3921939249
           5.7595865316            8.0775524777
           5.9341194568            4.0275299102
           6.1086523820            1.0926542760
           6.2831853072            0.0000000000
