         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.3568500642
           0.3490658504            1.3200776993
           0.5235987756            2.6802205264
           0.6981317008            4.2049795691
           0.8726646260            5.7208381673
           1.0471975512            7.1549964610
           1.2217304764            8.5457998754
           1.3962634016            9.9738880134
           1.5707963268           11.4896258386
           1.7453292520           12.9643717346
           1.9198621772           13.8252180026
           2.0943951024            6.8439272378
           2.2689280276            5.4563584391
           2.4434609528            4.2709977630
           2.6179938780            3.2672061552
           2.7925268032            2.3591586507
           2.9670597284            1.4914729555
           3.1415926536            0.7053589154
           3.3161255788            0.1442003287
           3.4906585040            0.0216026128
           3.6651914292            0.5324382437
           3.8397243544            1.7778703565
           4.0142572796            3.6910012149
           4.1887902048            5.9936774871
           4.3633231300            8.2144617934
           4.5378560552           10.0323946523
           4.7123889804           11.4855799434
           4.8869219056           12.6330782860
           5.0614548308           13.4492149170
           5.2359877560           13.8367071901
           5.4105206812            5.1614859245
           5.5850536064            3.9838547201
           5.7595865316            2.6867291405
           5.9341194568            1.3637003794
           6.1086523820            0.3631932719
           6.2831853072            0.0000157530
