         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4622218755
           0.3490658504            1.7134117095
           0.5235987756            3.4363618601
           0.6981317008            5.3548434871
           0.8726646260            7.4034317596
           1.0471975512            9.5374091640
           1.2217304764           11.6519394909
           1.3962634016           13.6382745362
           1.5707963268           15.3976823778
           1.7453292520           16.6030414863
           1.9198621772           12.2198167318
           2.0943951024            8.2652730921
           2.2689280276            4.8243244837
           2.4434609528            2.2405175631
           2.6179938780            0.6533398867
           2.7925268032            0.0260397076
           2.9670597284            0.1717995832
           3.1415926536            0.8374005543
           3.3161255788            1.7820790328
           3.4906585040            2.8764530113
           3.6651914292            4.1327520680
           3.8397243544            5.7178792290
           4.0142572796            7.8365289652
           4.1887902048           10.5413399233
           4.3633231300           13.5175172958
           4.5378560552           15.8907643787
           4.7123889804           16.6234022377
           4.8869219056           16.0752740068
           5.0614548308           14.5608646845
           5.2359877560           12.3113180273
           5.4105206812            9.6124275714
           5.5850536064            6.7687644278
           5.7595865316            4.0957771535
           5.9341194568            1.9107652829
           6.1086523820            0.4905431425
           6.2831853072            0.0002467970
