         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.2691898750
           0.3490658504            0.9335699887
           0.5235987756            1.5907352287
           0.6981317008            2.0699178333
           0.8726646260            2.7450703729
           1.0471975512            3.8856163919
           1.2217304764            5.6535886140
           1.3962634016            8.1670058834
           1.5707963268            9.1562600986
           1.7453292520            9.2741082852
           1.9198621772            9.1043644684
           2.0943951024            9.0478637114
           2.2689280276            9.2832161442
           2.4434609528            9.6184951016
           2.6179938780            3.3251876941
           2.7925268032            2.2241291930
           2.9670597284            1.6582840890
           3.1415926536            1.4220389863
           3.3161255788            1.1750424616
           3.4906585040            1.0058552507
           3.6651914292            1.1984120358
           3.8397243544            1.7213774762
           4.0142572796            2.4988168647
           4.1887902048            3.5319668119
           4.3633231300            4.9563109871
           4.5378560552            5.3773177659
           4.7123889804            5.6557992849
           4.8869219056            5.8454365142
           5.0614548308            5.6771682283
           5.2359877560            5.1493928722
           5.4105206812            4.4014877316
           5.5850536064            3.3705327022
           5.7595865316            2.1342268269
           5.9341194568            1.0321260023
           6.1086523820            0.2732252683
           6.2831853072            0.0000393825
