         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.1781375399
           0.3490658504            0.6217945059
           0.5235987756            1.2209598286
           0.6981317008            1.8765313903
           0.8726646260            2.5156699483
           1.0471975512            3.0420432874
           1.2217304764            3.1525952099
           1.3962634016            2.5524663288
           1.5707963268            1.6048840474
           1.7453292520            0.7393092541
           1.9198621772            0.1842103211
           2.0943951024            0.0000078765
           2.2689280276            0.1637576772
           2.4434609528            0.5787048023
           2.6179938780            1.1546081962
           2.7925268032            1.8002868744
           2.9670597284            2.4427414387
           3.1415926536            2.9943825884
           3.3161255788            3.1734022963
           3.4906585040            2.6066671479
           3.6651914292            1.6159531548
           3.8397243544            0.7048154370
           4.0142572796            0.1482120925
           4.1887902048            0.0044948558
           4.3633231300            0.2240128989
           4.5378560552            0.6887841348
           4.7123889804            1.2847857302
           4.8869219056            1.9236302322
           5.0614548308            2.5361462217
           5.2359877560            3.0359468767
           5.4105206812            3.1685713766
           5.5850536064            2.6408721600
           5.7595865316            1.7053330465
           5.9341194568            0.7983567459
           6.1086523820            0.1991625428
           6.2831853072            0.0000420080
