         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            1.3337513026
           0.3490658504            5.1569306823
           0.5235987756            8.8652470688
           0.6981317008           13.6272238074
           0.8726646260           17.9277820734
           1.0471975512           20.5296183015
           1.2217304764           20.5979469353
           1.3962634016           18.1300873395
           1.5707963268           14.0433314034
           1.7453292520            9.7155519549
           1.9198621772            6.4234219295
           2.0943951024            5.1406420812
           2.2689280276            6.3731094757
           2.4434609528            8.3903939134
           2.6179938780           12.0410201914
           2.7925268032           16.2321791293
           2.9670597284           19.8139700521
           3.1415926536           21.6497431825
           3.3161255788           21.1445051173
           3.4906585040           18.5492063839
           3.6651914292           14.7311546053
           3.8397243544           10.7363279213
           4.0142572796            7.5226110747
           4.1887902048            5.8173331637
           4.3633231300            6.0011155283
           4.5378560552            8.0559892474
           4.7123889804           11.5336528458
           4.8869219056           15.1555509044
           5.0614548308           18.3790241085
           5.2359877560           19.9482328638
           5.4105206812           19.2255167688
           5.5850536064           16.3933034302
           5.7595865316           12.7109348588
           5.9341194568            9.8962677356
           6.1086523820            9.0459155905
           6.2831853072            1.0198570415
