         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4188591199
           0.3490658504            1.5647742861
           0.5235987756            3.1420249475
           0.6981317008            4.7672434913
           0.8726646260            6.0394478262
           1.0471975512            6.6995326221
           1.2217304764            6.7364051421
           1.3962634016            6.3461849747
           1.5707963268            5.3777010889
           1.7453292520            4.6580358247
           1.9198621772            4.4828729762
           2.0943951024            4.9099472851
           2.2689280276            5.8452185977
           2.4434609528            7.0510056627
           2.6179938780            8.2210045390
           2.7925268032            9.0468712725
           2.9670597284            9.3099568603
           3.1415926536            8.9445319135
           3.3161255788            8.0683606027
           3.4906585040            6.9284026957
           3.6651914292            5.8178110047
           3.8397243544            5.0050035075
           4.0142572796            4.6577916533
           4.1887902048            4.8279187930
           4.3633231300            5.4419549469
           4.5378560552            6.3196805535
           4.7123889804            7.2140439529
           4.8869219056            7.8731074293
           5.0614548308            8.1113899199
           5.2359877560            7.8646270647
           5.4105206812            7.2323463123
           5.5850536064            6.4198591262
           5.7595865316            5.6420154106
           5.9341194568            2.2204771227
           6.1086523820            1.2410212731
           6.2831853072            1.0297814310
