         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4241074941
           0.3490658504            1.6200016756
           0.5235987756            3.3829591930
           0.6981317008            5.3990253987
           0.8726646260            7.3249345648
           1.0471975512            8.8471731277
           1.2217304764            9.7473520092
           1.3962634016            9.9554885104
           1.5707963268            7.2140597058
           1.7453292520            6.3196910556
           1.9198621772            5.4419391939
           2.0943951024            4.8280238130
           2.2689280276            4.6577785258
           2.4434609528            5.0050691450
           2.6179938780            5.8178057536
           2.7925268032            6.9285418472
           2.9670597284            8.0684314912
           3.1415926536            8.9445292880
           3.3161255788            9.3098912227
           3.4906585040            9.0468922765
           3.6651914292            8.2210623000
           3.8397243544            7.0511133081
           4.0142572796            5.8452080957
           4.1887902048            4.9099577871
           4.3633231300            4.4828913547
           4.5378560552            4.6580305737
           4.7123889804            5.3776984634
           4.8869219056            6.4304083846
           5.0614548308            6.7364051421
           5.2359877560            6.6995326221
           5.4105206812            6.0394924597
           5.5850536064            4.7672513678
           5.7595865316            3.1420301985
           5.9341194568            1.5647664096
           6.1086523820            0.4188564944
           6.2831853072            0.0000078765
