         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.1826770291
           0.3490658504            0.6516805709
           0.5235987756            1.2941876452
           0.6981317008            1.9890629397
           0.8726646260            2.6374957672
           1.0471975512            3.1211364706
           1.2217304764            3.2375642618
           1.3962634016            2.7553780853
           1.5707963268            1.8502658897
           1.7453292520            0.9218051238
           1.9198621772            0.2652358722
           2.0943951024            0.0046628878
           2.2689280276            0.1396240825
           2.4434609528            0.5806713016
           2.6179938780            1.2212512591
           2.7925268032            1.9360645995
           2.9670597284            2.6163788718
           3.1415926536            3.1276214553
           3.3161255788            3.2234679531
           3.4906585040            2.6741477452
           3.6651914292            1.7493941851
           3.8397243544            0.8553931048
           4.0142572796            0.2446887103
           4.1887902048            0.0045631188
           4.3633231300            0.1280771341
           4.5378560552            0.5388707184
           4.7123889804            1.1505596755
           4.8869219056            1.8532038240
           5.0614548308            2.5413604644
           5.2359877560            3.0826623957
           5.4105206812            3.2426104725
           5.5850536064            2.7301023982
           5.7595865316            1.7681691346
           5.9341194568            0.8248952985
           6.1086523820            0.2041509925
           6.2831853072            0.0000393825
