         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.4733802500
           0.3490658504            1.7959285446
           0.5235987756            3.6406152471
           0.6981317008            5.5451029598
           0.8726646260            7.0639598789
           1.0471975512            7.9253102430
           1.2217304764            8.1327798673
           1.3962634016            7.9011503933
           1.5707963268            7.5395534253
           1.7453292520            7.3448017223
           1.9198621772            7.5257826785
           2.0943951024            8.1548498191
           2.2689280276            9.1555197076
           2.4434609528           10.3207244212
           2.6179938780           11.3678656573
           2.7925268032           12.0336871703
           2.9670597284           12.1463421182
           3.1415926536           11.6622340759
           3.3161255788           10.7385307157
           3.4906585040            9.6358811617
           3.6651914292            8.6384353870
           3.8397243544            7.9848618308
           4.0142572796            7.8003338242
           4.1887902048            8.0885874537
           4.3633231300            8.7281644701
           4.5378560552            9.5122463733
           4.7123889804           10.1745103341
           4.8869219056           10.4523801116
           5.0614548308           10.1521410753
           5.2359877560            9.1935605750
           5.4105206812            7.6284843565
           5.5850536064            5.6554894759
           5.7595865316            3.5857370491
           5.9341194568            1.7429617105
           6.1086523820            0.4614368511
           6.2831853072            0.0000315060
