         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.0336063981
           0.3490658504            0.2256039518
           0.5235987756            1.3861694071
           0.6981317008            3.4604928292
           0.8726646260            6.2323984362
           1.0471975512            9.3840274622
           1.2217304764           12.5532867198
           1.3962634016           15.4093711031
           1.5707963268           17.6541813586
           1.7453292520           19.0491409394
           1.9198621772           19.3318941466
           2.0943951024           13.6014020162
           2.2689280276            9.6656779595
           2.4434609528            6.0831440203
           2.6179938780            3.2103352028
           2.7925268032            1.2409792650
           2.9670597284            0.2082073897
           3.1415926536            0.0134530612
           3.3161255788            0.0630855106
           3.4906585040            0.0732987050
           3.6651914292            0.8408845926
           3.8397243544            2.5359703131
           4.0142572796            5.1563661998
           4.1887902048            8.5599355666
           4.3633231300           12.4419077647
           4.5378560552           16.3028234540
           4.7123889804           19.4887493845
           4.8869219056           18.1597817428
           5.0614548308           16.1380444574
           5.2359877560           13.4331284793
           5.4105206812           10.3230794946
           5.5850536064            7.1286364424
           5.7595865316            4.2102095647
           5.9341194568            1.9039127282
           6.1086523820            0.4603525195
           6.2831853072            0.0000026255
