         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            1.0874767903
           0.3490658504            4.3070274976
           0.5235987756            9.4668068472
           0.6981317008           16.1186210094
           0.8726646260           23.5282200682
           1.0471975512           30.6740797896
           1.2217304764           36.5172557484
           1.3962634016           40.4415510043
           1.5707963268           42.3598304677
           1.7453292520           42.3895406242
           1.9198621772           40.7707676824
           2.0943951024           37.9394995237
           2.2689280276           34.3877784508
           2.4434609528           30.8309008962
           2.6179938780           27.8193186581
           2.7925268032           25.6535123190
           2.9670597284           24.5246103918
           3.1415926536           24.5246130175
           3.3161255788           25.6503485917
           3.4906585040           27.7587457509
           3.6651914292           30.6200758831
           3.8397243544           31.5623756587
           4.0142572796           35.1754599144
           4.1887902048           38.6289557865
           4.3633231300           41.2376944538
           4.5378560552           42.5336989449
           4.7123889804           42.1132251426
           4.8869219056           39.7700295309
           5.0614548308           35.4101585977
           5.2359877560           29.2171794163
           5.4105206812           21.9197679665
           5.5850536064           14.5935705361
           5.7595865316            8.2152967022
           5.9341194568            3.4402633529
           6.1086523820            0.6690456268
           6.2831853072            0.0489603213
