         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            1.2620646543
           0.3490658504            4.9782312854
           0.5235987756           10.8752562462
           0.6981317008           18.3908414833
           0.8726646260           26.6276226510
           1.0471975512           34.3815087572
           1.2217304764           40.4763047459
           1.3962634016           44.3942147860
           1.5707963268           46.1288982955
           1.7453292520           46.0351049384
           1.9198621772           44.5038819151
           2.0943951024           41.9183080331
           2.2689280276           38.6235525077
           2.4434609528           34.9778464165
           2.6179938780           31.4097606030
           2.7925268032           28.3819659033
           2.9670597284           26.2998736272
           3.1415926536           25.4371081186
           3.3161255788           25.8873682169
           3.4906585040           27.5407294937
           3.6651914292           30.1376350332
           3.8397243544           33.3353337051
           4.0142572796           36.7844187375
           4.1887902048           40.1421048689
           4.3633231300           42.9410452478
           4.5378560552           44.6271071255
           4.7123889804           44.6804494061
           4.8869219056           42.7417645576
           5.0614548308           38.6428945653
           5.2359877560           32.5774936729
           5.4105206812           25.1654292698
           5.5850536064           17.4495735290
           5.7595865316           10.4101830778
           5.9341194568            4.8333036932
           6.1086523820            1.2474484966
           6.2831853072            0.0000761394
