         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.2946966060
           0.3490658504            1.0873035072
           0.5235987756            2.1565803326
           0.6981317008            3.2628031920
           0.8726646260            4.1946298486
           1.0471975512            4.8309906278
           1.2217304764            5.0853070461
           1.3962634016            4.9973790559
           1.5707963268            4.7423695057
           1.7453292520            4.4884049042
           1.9198621772            4.3510833852
           2.0943951024            4.4110786825
           2.2689280276            4.6587447096
           2.4434609528            5.0315971954
           2.6179938780            5.4297332451
           2.7925268032            5.7486080793
           2.9670597284            5.9385367391
           3.1415926536            5.9951950259
           3.3161255788            5.9279927316
           3.4906585040            5.7383765063
           3.6651914292            5.4396891405
           3.8397243544            5.0685090980
           4.0142572796            4.7175296514
           4.1887902048            4.4796068543
           4.3633231300            4.4175794202
           4.5378560552            4.5636254753
           4.7123889804            4.8223186018
           4.8869219056            5.0926952027
           5.0614548308            5.1919338464
           5.2359877560            4.9430443362
           5.4105206812            4.2771151776
           5.5850536064            3.3067120515
           5.7595865316            2.1707475298
           5.9341194568            1.0880964083
           6.1086523820            0.2926460907
           6.2831853072            0.0000735140
