         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.6690377503
           0.3490658504            3.4402397234
           0.5235987756            8.2151339213
           0.6981317008           14.5935967911
           0.8726646260           21.9197784685
           1.0471975512           29.2172056712
           1.2217304764           35.4101664742
           1.3962634016           39.7701030450
           1.5707963268           42.1131253736
           1.7453292520           42.5337409529
           1.9198621772           41.2376760753
           2.0943951024           38.6289584121
           2.2689280276           35.1752656274
           2.4434609528           31.5623730332
           2.6179938780           28.4041172456
           2.7925268032           26.0391509893
           2.9670597284           24.6722291215
           3.1415926536           24.4273224947
           3.3161255788           25.3177817756
           3.4906585040           27.2344833138
           3.6651914292           29.9533879551
           3.8397243544           30.8308930197
           4.0142572796           34.3877968293
           4.1887902048           37.9395835397
           4.3633231300           40.7708622005
           4.5378560552           42.3894986162
           4.7123889804           42.3598698502
           4.8869219056           40.4415352513
           5.0614548308           36.5173607685
           5.2359877560           30.6740666621
           5.4105206812           23.5282016896
           5.5850536064           16.1186210094
           5.7595865316            9.4669696282
           5.9341194568            4.3070301231
           6.1086523820            1.0874347823
           6.2831853072            0.0003728209
