         Angle (radians)          Energy (kJ/mol)
           0.0000000000            0.0000000000
           0.1745329252            0.6426252217
           0.3490658504            2.4221417668
           0.5235987756            4.8945356009
           0.6981317008            7.4122324351
           0.8726646260            9.2655832871
           1.0471975512            9.8987409564
           1.2217304764            9.1212149264
           1.3962634016            7.1759794559
           1.5707963268            4.6441338028
           1.7453292520            2.2235883399
           1.9198621772            0.5367414379
           2.0943951024            0.0047862862
           2.2689280276            0.7535053317
           2.4434609528            2.5942905414
           2.6179938780            5.0575660147
           2.7925268032            7.5155616074
           2.9670597284            9.3013452206
           3.1415926536            9.8979848124
           3.3161255788            9.1344290671
           3.4906585040            7.2386868944
           3.6651914292            4.7474419713
           3.8397243544            2.3231893026
           4.0142572796            0.5917771660
           4.1887902048            0.0014203953
           4.3633231300            0.7057291109
           4.5378560552            2.5337832718
           4.7123889804            5.0072115527
           4.8869219056            7.4765886876
           5.0614548308            9.2757623500
           5.2359877560            9.8996336263
           5.4105206812            9.1690331552
           5.5850536064            7.2945496548
           5.7595865316            4.8099052384
           5.9341194568            2.3862511838
           6.1086523820            0.6364579226
           6.2831853072            0.0000026255
